date,generated_at,window_hours,region,kind,service,service_slug,protocol,provider,provider_type,target,status
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,One Bucks VPN,,xray,Ростелеком,wired,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,One Bucks VPN,,xray,Ростелеком,wired,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,One Bucks VPN,,xray,Ростелеком,wired,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Beeline,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Beeline,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Beeline,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Beeline,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Beeline,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,MTS,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,MTS,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,MTS,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,MTS,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,MTS,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Megafon,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Megafon,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Megafon,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Megafon,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Megafon,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Ростелеком,wired,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Ростелеком,wired,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Ростелеком,wired,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Ростелеком,wired,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Official VPN,,xray,Ростелеком,wired,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Beeline,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Beeline,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Beeline,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Beeline,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Beeline,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,MTS,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,MTS,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,MTS,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,MTS,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,MTS,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Megafon,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Megafon,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Megafon,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Megafon,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Megafon,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Ростелеком,wired,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Ростелеком,wired,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Ростелеком,wired,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Ростелеком,wired,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,LIBERTY VPN,liberty-vpn,xray,Ростелеком,wired,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Beeline,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Beeline,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Beeline,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Beeline,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Beeline,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,MTS,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,MTS,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,MTS,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,MTS,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,MTS,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Megafon,mobile,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Megafon,mobile,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Megafon,mobile,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Megafon,mobile,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Megafon,mobile,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Ростелеком,wired,PornHub,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Ростелеком,wired,instagram_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Ростелеком,wired,youtube_home,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Ростелеком,wired,telegram_org,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Snowdn VPN,snowdn-vpn,xray,Ростелеком,wired,whatsapp_web,ok
2026-08-30,2026-08-30T09:42:04.787504+00:00,24,eu,vpn,Horizon VPN,horizon-vpn,xray,Beeline,mobile,PornHub,ok
